timestamp,rssi,label
17/042026 11:25:02.030,-41,walking
17/042026 11:25:02.080,-41,walking
17/042026 11:25:02.129,-42,walking
17/042026 11:25:02.180,-42,walking
17/042026 11:25:02.229,-40,walking
17/042026 11:25:02.280,-40,walking
17/042026 11:25:02.329,-40,walking
17/042026 11:25:02.379,-43,walking
17/042026 11:25:02.430,-43,walking
17/042026 11:25:02.479,-41,walking
17/042026 11:25:02.529,-41,walking
17/042026 11:25:02.580,-43,walking
17/042026 11:25:02.628,-43,walking
17/042026 11:25:02.680,-42,walking
17/042026 11:25:02.730,-42,walking
17/042026 11:25:02.780,-42,walking
17/042026 11:25:02.829,-42,walking
17/042026 11:25:02.880,-42,walking
17/042026 11:25:02.930,-42,walking
17/042026 11:25:02.979,-41,walking
17/042026 11:25:03.030,-41,walking
17/042026 11:25:03.080,-43,walking
17/042026 11:25:03.130,-43,walking
17/042026 11:25:03.180,-45,walking
17/042026 11:25:03.229,-45,walking
17/042026 11:25:03.279,-45,walking
17/042026 11:25:03.330,-45,walking
17/042026 11:25:03.380,-46,walking
17/042026 11:25:03.430,-46,walking
17/042026 11:25:03.480,-42,walking
17/042026 11:25:03.529,-42,walking
17/042026 11:25:03.579,-39,walking
17/042026 11:25:03.630,-39,walking
17/042026 11:25:03.679,-41,walking
17/042026 11:25:03.729,-41,walking
17/042026 11:25:03.779,-40,walking
17/042026 11:25:03.830,-40,walking
17/042026 11:25:03.879,-40,walking
17/042026 11:25:03.930,-40,walking
17/042026 11:25:03.980,-40,walking
17/042026 11:25:04.030,-40,walking
17/042026 11:25:04.079,-38,walking
17/042026 11:25:04.130,-38,walking
17/042026 11:25:04.180,-37,walking
17/042026 11:25:04.230,-37,walking
17/042026 11:25:04.280,-41,walking
17/042026 11:25:04.329,-41,walking
17/042026 11:25:04.380,-41,walking
17/042026 11:25:04.430,-41,walking
17/042026 11:25:04.480,-41,walking
17/042026 11:25:04.530,-42,walking
17/042026 11:25:04.580,-42,walking
17/042026 11:25:04.630,-39,walking
17/042026 11:25:04.679,-39,walking
17/042026 11:25:04.729,-41,walking
17/042026 11:25:04.780,-41,walking
17/042026 11:25:04.830,-42,walking
17/042026 11:25:04.880,-42,walking
17/042026 11:25:04.929,-37,walking
17/042026 11:25:04.979,-37,walking
17/042026 11:25:05.030,-39,walking
17/042026 11:25:05.079,-39,walking
17/042026 11:25:05.130,-37,walking
17/042026 11:25:05.179,-37,walking
17/042026 11:25:05.230,-36,walking
17/042026 11:25:05.279,-36,walking
17/042026 11:25:05.330,-36,walking
17/042026 11:25:05.380,-36,walking
17/042026 11:25:05.430,-37,walking
17/042026 11:25:05.480,-37,walking
17/042026 11:25:05.530,-39,walking
17/042026 11:25:05.580,-39,walking
17/042026 11:25:05.629,-38,walking
17/042026 11:25:05.680,-38,walking
17/042026 11:25:05.729,-42,walking
17/042026 11:25:05.779,-42,walking
17/042026 11:25:05.830,-42,walking
17/042026 11:25:05.879,-42,walking
17/042026 11:25:05.930,-47,walking
17/042026 11:25:05.980,-47,walking
17/042026 11:25:06.030,-48,walking
17/042026 11:25:06.079,-48,walking
17/042026 11:25:06.129,-44,walking
17/042026 11:25:06.179,-44,walking
17/042026 11:25:06.230,-44,walking
17/042026 11:25:06.279,-44,walking
17/042026 11:25:06.330,-43,walking
17/042026 11:25:06.380,-43,walking
17/042026 11:25:06.429,-43,walking
17/042026 11:25:06.480,-43,walking
17/042026 11:25:06.530,-43,walking
17/042026 11:25:06.579,-46,walking
17/042026 11:25:06.629,-46,walking
17/042026 11:25:06.680,-44,walking
17/042026 11:25:06.730,-44,walking
17/042026 11:25:06.780,-42,walking
17/042026 11:25:06.829,-42,walking
17/042026 11:25:06.880,-37,walking
17/042026 11:25:06.930,-37,walking
17/042026 11:25:06.979,-40,walking
17/042026 11:25:07.030,-40,walking
17/042026 11:25:07.080,-37,walking
17/042026 11:25:07.130,-37,walking
17/042026 11:25:07.180,-38,walking
17/042026 11:25:07.230,-38,walking
17/042026 11:25:07.280,-37,walking
17/042026 11:25:07.329,-37,walking
17/042026 11:25:07.379,-39,walking
17/042026 11:25:07.430,-39,walking
17/042026 11:25:07.480,-36,walking
17/042026 11:25:07.529,-36,walking
17/042026 11:25:07.580,-37,walking
17/042026 11:25:07.630,-37,walking
17/042026 11:25:07.680,-38,walking
17/042026 11:25:07.730,-38,walking
17/042026 11:25:07.779,-41,walking
17/042026 11:25:07.830,-41,walking
17/042026 11:25:07.880,-42,walking
17/042026 11:25:07.930,-42,walking
