timestamp,rssi,label
19/042026 00:43:45.004,-54,sitting
19/042026 00:43:45.054,-54,sitting
19/042026 00:43:45.105,-55,sitting
19/042026 00:43:45.155,-55,sitting
19/042026 00:43:45.204,-52,sitting
19/042026 00:43:45.254,-52,sitting
19/042026 00:43:45.304,-53,sitting
19/042026 00:43:45.354,-53,sitting
19/042026 00:43:45.404,-53,sitting
19/042026 00:43:45.454,-53,sitting
19/042026 00:43:45.504,-53,sitting
19/042026 00:43:45.554,-53,sitting
19/042026 00:43:45.605,-54,sitting
19/042026 00:43:45.654,-54,sitting
19/042026 00:43:45.704,-53,sitting
19/042026 00:43:45.754,-53,sitting
19/042026 00:43:45.804,-52,sitting
19/042026 00:43:45.854,-52,sitting
19/042026 00:43:45.904,-52,sitting
19/042026 00:43:45.954,-52,sitting
19/042026 00:43:46.004,-55,sitting
19/042026 00:43:46.054,-55,sitting
19/042026 00:43:46.104,-52,sitting
19/042026 00:43:46.154,-52,sitting
19/042026 00:43:46.204,-54,sitting
19/042026 00:43:46.254,-54,sitting
19/042026 00:43:46.304,-54,sitting
19/042026 00:43:46.354,-54,sitting
19/042026 00:43:46.405,-53,sitting
19/042026 00:43:46.454,-53,sitting
19/042026 00:43:46.504,-53,sitting
19/042026 00:43:46.554,-53,sitting
19/042026 00:43:46.604,-53,sitting
19/042026 00:43:46.654,-53,sitting
19/042026 00:43:46.704,-53,sitting
19/042026 00:43:46.754,-52,sitting
19/042026 00:43:46.804,-52,sitting
19/042026 00:43:46.853,-52,sitting
19/042026 00:43:46.904,-52,sitting
19/042026 00:43:46.954,-53,sitting
19/042026 00:43:47.004,-53,sitting
19/042026 00:43:47.054,-54,sitting
19/042026 00:43:47.104,-54,sitting
19/042026 00:43:47.154,-53,sitting
19/042026 00:43:47.204,-53,sitting
19/042026 00:43:47.254,-54,sitting
19/042026 00:43:47.304,-54,sitting
19/042026 00:43:47.354,-55,sitting
19/042026 00:43:47.404,-55,sitting
19/042026 00:43:47.454,-53,sitting
19/042026 00:43:47.504,-53,sitting
19/042026 00:43:47.554,-54,sitting
19/042026 00:43:47.604,-54,sitting
19/042026 00:43:47.655,-54,sitting
19/042026 00:43:47.704,-54,sitting
19/042026 00:43:47.754,-53,sitting
19/042026 00:43:47.804,-53,sitting
19/042026 00:43:47.854,-54,sitting
19/042026 00:43:47.904,-54,sitting
19/042026 00:43:47.955,-50,sitting
19/042026 00:43:48.004,-50,sitting
19/042026 00:43:48.054,-53,sitting
19/042026 00:43:48.104,-53,sitting
19/042026 00:43:48.154,-56,sitting
19/042026 00:43:48.205,-56,sitting
19/042026 00:43:48.254,-49,sitting
19/042026 00:43:48.304,-49,sitting
19/042026 00:43:48.354,-53,sitting
19/042026 00:43:48.405,-53,sitting
19/042026 00:43:48.455,-56,sitting
19/042026 00:43:48.504,-56,sitting
19/042026 00:43:48.554,-50,sitting
19/042026 00:43:48.604,-50,sitting
19/042026 00:43:48.653,-50,sitting
19/042026 00:43:48.704,-57,sitting
19/042026 00:43:48.754,-57,sitting
19/042026 00:43:48.804,-54,sitting
19/042026 00:43:48.853,-54,sitting
19/042026 00:43:48.903,-53,sitting
19/042026 00:43:48.954,-53,sitting
