timestamp,rssi,label
15/042026 22:47:23.018,-44,walking
15/042026 22:47:23.067,-46,walking
15/042026 22:47:23.117,-46,walking
15/042026 22:47:23.167,-44,walking
15/042026 22:47:23.218,-44,walking
15/042026 22:47:23.267,-44,walking
15/042026 22:47:23.318,-42,walking
15/042026 22:47:23.367,-42,walking
15/042026 22:47:23.418,-43,walking
15/042026 22:47:23.468,-43,walking
15/042026 22:47:23.518,-44,walking
15/042026 22:47:23.567,-44,walking
15/042026 22:47:23.617,-48,walking
15/042026 22:47:23.668,-48,walking
15/042026 22:47:23.718,-45,walking
15/042026 22:47:23.768,-45,walking
15/042026 22:47:23.818,-46,walking
15/042026 22:47:23.868,-46,walking
15/042026 22:47:23.917,-45,walking
15/042026 22:47:23.967,-45,walking
15/042026 22:47:24.017,-39,walking
15/042026 22:47:24.067,-39,walking
15/042026 22:47:24.117,-43,walking
15/042026 22:47:24.166,-43,walking
15/042026 22:47:24.217,-40,walking
15/042026 22:47:24.267,-40,walking
15/042026 22:47:24.317,-43,walking
15/042026 22:47:24.368,-43,walking
15/042026 22:47:24.417,-46,walking
15/042026 22:47:24.467,-46,walking
15/042026 22:47:24.517,-41,walking
15/042026 22:47:24.567,-41,walking
15/042026 22:47:24.617,-44,walking
15/042026 22:47:24.668,-44,walking
15/042026 22:47:24.717,-43,walking
15/042026 22:47:24.767,-43,walking
15/042026 22:47:24.818,-43,walking
15/042026 22:47:24.867,-43,walking
15/042026 22:47:24.917,-44,walking
15/042026 22:47:24.968,-44,walking
15/042026 22:47:25.016,-46,walking
15/042026 22:47:25.067,-46,walking
15/042026 22:47:25.117,-42,walking
15/042026 22:47:25.168,-42,walking
15/042026 22:47:25.217,-40,walking
15/042026 22:47:25.267,-40,walking
15/042026 22:47:25.317,-40,walking
15/042026 22:47:25.368,-40,walking
15/042026 22:47:25.418,-40,walking
15/042026 22:47:25.468,-40,walking
15/042026 22:47:25.517,-40,walking
15/042026 22:47:25.567,-43,walking
15/042026 22:47:25.618,-43,walking
15/042026 22:47:25.667,-44,walking
15/042026 22:47:25.717,-44,walking
15/042026 22:47:25.768,-43,walking
15/042026 22:47:25.818,-43,walking
15/042026 22:47:25.867,-44,walking
15/042026 22:47:25.918,-44,walking
15/042026 22:47:25.968,-44,walking
15/042026 22:47:26.017,-44,walking
15/042026 22:47:26.067,-46,walking
15/042026 22:47:26.118,-46,walking
15/042026 22:47:26.167,-44,walking
15/042026 22:47:26.218,-44,walking
15/042026 22:47:26.267,-47,walking
15/042026 22:47:26.318,-47,walking
15/042026 22:47:26.368,-52,walking
15/042026 22:47:26.417,-52,walking
15/042026 22:47:26.468,-48,walking
15/042026 22:47:26.517,-48,walking
15/042026 22:47:26.568,-47,walking
15/042026 22:47:26.617,-47,walking
15/042026 22:47:26.668,-48,walking
15/042026 22:47:26.718,-48,walking
15/042026 22:47:26.767,-50,walking
15/042026 22:47:26.817,-50,walking
15/042026 22:47:26.867,-55,walking
15/042026 22:47:26.918,-55,walking
15/042026 22:47:26.968,-50,walking
15/042026 22:47:27.018,-50,walking
15/042026 22:47:27.067,-48,walking
15/042026 22:47:27.118,-48,walking
15/042026 22:47:27.168,-52,walking
15/042026 22:47:27.218,-52,walking
15/042026 22:47:27.267,-50,walking
15/042026 22:47:27.317,-50,walking
15/042026 22:47:27.367,-51,walking
15/042026 22:47:27.418,-51,walking
15/042026 22:47:27.468,-49,walking
15/042026 22:47:27.518,-49,walking
15/042026 22:47:27.567,-49,walking
15/042026 22:47:27.617,-49,walking
15/042026 22:47:27.668,-49,walking
15/042026 22:47:27.718,-46,walking
15/042026 22:47:27.769,-46,walking
15/042026 22:47:27.816,-38,walking
15/042026 22:47:27.868,-38,walking
15/042026 22:47:27.917,-43,walking
15/042026 22:47:27.967,-43,walking
15/042026 22:47:28.017,-41,walking
15/042026 22:47:28.068,-41,walking
15/042026 22:47:28.118,-43,walking
15/042026 22:47:28.167,-43,walking
15/042026 22:47:28.218,-47,walking
15/042026 22:47:28.268,-47,walking
15/042026 22:47:28.318,-46,walking
15/042026 22:47:28.368,-46,walking
15/042026 22:47:28.418,-43,walking
15/042026 22:47:28.467,-43,walking
15/042026 22:47:28.517,-45,walking
15/042026 22:47:28.567,-45,walking
15/042026 22:47:28.618,-44,walking
15/042026 22:47:28.668,-44,walking
15/042026 22:47:28.718,-44,walking
15/042026 22:47:28.768,-44,walking
15/042026 22:47:28.817,-44,walking
15/042026 22:47:28.867,-44,walking
15/042026 22:47:28.918,-42,walking
15/042026 22:47:28.968,-42,walking
15/042026 22:47:29.017,-43,walking
15/042026 22:47:29.067,-43,walking
15/042026 22:47:29.117,-46,walking
15/042026 22:47:29.167,-46,walking
15/042026 22:47:29.218,-46,walking
15/042026 22:47:29.267,-46,walking
15/042026 22:47:29.317,-38,walking
15/042026 22:47:29.366,-38,walking
15/042026 22:47:29.417,-40,walking
15/042026 22:47:29.468,-40,walking
15/042026 22:47:29.518,-43,walking
15/042026 22:47:29.567,-43,walking
15/042026 22:47:29.618,-42,walking
15/042026 22:47:29.668,-42,walking
15/042026 22:47:29.717,-42,walking
15/042026 22:47:29.768,-43,walking
15/042026 22:47:29.818,-43,walking
15/042026 22:47:29.868,-45,walking
