timestamp,rssi,label
17/042026 11:26:05.030,-42,standing
17/042026 11:26:05.079,-42,standing
17/042026 11:26:05.130,-42,standing
17/042026 11:26:05.180,-42,standing
17/042026 11:26:05.230,-43,standing
17/042026 11:26:05.280,-43,standing
17/042026 11:26:05.329,-43,standing
17/042026 11:26:05.380,-43,standing
17/042026 11:26:05.430,-42,standing
17/042026 11:26:05.480,-42,standing
17/042026 11:26:05.529,-42,standing
17/042026 11:26:05.580,-42,standing
17/042026 11:26:05.629,-42,standing
17/042026 11:26:05.680,-42,standing
17/042026 11:26:05.730,-42,standing
17/042026 11:26:05.780,-42,standing
17/042026 11:26:05.829,-42,standing
17/042026 11:26:05.880,-42,standing
17/042026 11:26:05.930,-40,standing
17/042026 11:26:05.980,-40,standing
17/042026 11:26:06.030,-42,standing
17/042026 11:26:06.080,-42,standing
17/042026 11:26:06.130,-43,standing
17/042026 11:26:06.180,-43,standing
17/042026 11:26:06.230,-43,standing
17/042026 11:26:06.280,-42,standing
17/042026 11:26:06.330,-42,standing
17/042026 11:26:06.380,-42,standing
17/042026 11:26:06.429,-42,standing
17/042026 11:26:06.480,-42,standing
17/042026 11:26:06.530,-42,standing
17/042026 11:26:06.580,-42,standing
17/042026 11:26:06.630,-42,standing
17/042026 11:26:06.680,-42,standing
17/042026 11:26:06.730,-42,standing
17/042026 11:26:06.779,-42,standing
17/042026 11:26:06.830,-42,standing
17/042026 11:26:06.880,-42,standing
17/042026 11:26:06.929,-42,standing
17/042026 11:26:06.980,-42,standing
17/042026 11:26:07.029,-42,standing
17/042026 11:26:07.080,-42,standing
17/042026 11:26:07.129,-42,standing
17/042026 11:26:07.180,-42,standing
17/042026 11:26:07.230,-42,standing
17/042026 11:26:07.279,-42,standing
17/042026 11:26:07.330,-42,standing
17/042026 11:26:07.380,-42,standing
17/042026 11:26:07.429,-42,standing
17/042026 11:26:07.480,-43,standing
17/042026 11:26:07.530,-43,standing
17/042026 11:26:07.579,-43,standing
17/042026 11:26:07.629,-43,standing
17/042026 11:26:07.680,-42,standing
17/042026 11:26:07.730,-42,standing
17/042026 11:26:07.779,-41,standing
17/042026 11:26:07.830,-41,standing
17/042026 11:26:07.879,-42,standing
17/042026 11:26:07.930,-42,standing
17/042026 11:26:07.979,-42,standing
17/042026 11:26:08.029,-42,standing
